de	Berlin	3398362	52.516667	13.4
de	Hamburg	1733846	53.55	10
de	Munich	1246133	48.15	11.5833
de	Cologne	968823	50.933333	6.95
de	Frankfurt	648034	50.116667	8.683333
de	Dortmund	594255	51.516667	7.45
de	Stuttgart	591688	48.766667	9.183333
de	Düsseldorf	577139	51.216667	6.766667
de	Essen	576914	51.45	7.016667
de	Bremen	546429	53.083333	8.8
de	Hanover	519144	52.366667	9.716667
de	Duisburg	505271	51.433333	6.75
de	Nuremberg	497593	49.447778	11.068333
de	Leipzig	492637	51.3	12.333333
de	Dresden	480801	51.05	13.75
de	Bochum	387061	51.483333	7.216667
de	Wuppertal	363240	51.266667	7.183333
de	Bielefeld	327198	52.033333	8.533333
de	Bonn	314081	50.733333	7.1
de	Mannheim	309626	49.488333	8.464722
de	Karlsruhe	284786	49.004722	8.385833
de	Münster	272452	51.966667	7.633333
de	Wiesbaden	272337	50.083333	8.25
de	Gelsenkirchen	271647	51.516667	7.05
de	Mönchengladbach	264969	51.2	6.433333
de	Augsburg	261842	48.366667	10.883333
de	Aachen	251104	50.770833	6.105278
de	Chemnitz	246654	50.833333	12.916667
de	Brunswick	245259	52.266667	10.533333
de	Krefeld	239908	51.333333	6.566667
de	Kiel	235264	54.333333	10.133333
de	Halle	232452	51.5	12
de	Magdeburg	224428	52.166667	11.666667
de	Oberhausen	220916	51.466667	6.85
de	Freiburg	213920	48	7.85
de	Lübeck	213171	53.866667	10.7
de	Hagen	199497	51.35	7.466667
de	Rostock	196833	54.083333	12.133333
de	Erfurt	196719	50.983333	11.033333
de	Kassel	193117	51.316667	9.5
de	Mainz	187940	50	8.271111
de	Hamm	186289	51.683333	7.8
de	Saarbrücken	181779	49.233333	7
de	Herne	173121	51.55	7.216667
de	Mülheim	172779	51.433333	6.883333
de	Osnabrück	165372	52.266667	8.05
de	Solingen	165192	51.183333	7.083333
de	Ludwigshafen	162514	49.481111	8.435278
de	Oldenburg	160347	53.166667	8.2
de	Leverkusen	159088	51.016667	6.983333
de	Neuss	152975	51.2	6.683333
de	Potsdam	145291	52.4	13.066667
de	Heidelberg	144703	49.416667	8.7
de	Paderborn	143096	51.716667	8.766667
de	Darmstadt	139757	49.870556	8.649444
de	Würzburg	134499	49.787778	9.936111
de	Ratisbon	129643	49.015	12.095556
de	Göttingen	123570	51.533333	9.933333
de	Wolfsburg	123184	52.433333	10.8
de	Recklinghausen	122727	51.616667	7.2
de	Heilbronn	121822	49.140278	9.22
de	Bottrop	120829	51.516667	6.916667
de	Ulm	120745	48.4	10
de	Offenbach	120641	50.1	8.766667
de	Ingolstadt	120598	48.766667	11.433333
de	Pforzheim	120366	48.883333	8.7
de	Bremerhaven	119688	53.55	8.583333
